TARGET,PERIODS,ACTIVE,MINACTIVE,MAXACTIVE,DISCOUNT,LINEAR,PREMULTIPLY
Camp1_GrowingStock,31,false,false,false,1.0,false,false
Camp1_HarvestVolume,31,false,false,false,1.0,false,false
Camp2_GrowingStock,31,false,false,false,1.0,false,false
Camp2_HarvestVolume,31,false,false,false,1.0,false,false
Camp3_GrowingStock,31,false,false,false,1.0,false,false
Camp3_HarvestVolume,31,false,false,false,1.0,false,false
CampTotal_GrowingStock,31,false,false,false,1.0,false,false
CampTotal_HarvestVolume,31,true,false,true,1.0,false,false
ECO1_GrowingStock,31,false,false,false,1.0,false,false
ECO1_HarvestVolume,31,false,false,false,1.0,false,false
ECO2_GrowingStock,31,false,false,false,1.0,false,false
ECO2_HarvestVolume,31,false,false,false,1.0,false,false
ECO3_GrowingStock,31,false,false,false,1.0,false,false
ECO3_HarvestVolume,31,false,false,false,1.0,false,false
EcoTotal_GrowingStock,31,false,false,false,1.0,false,false
EcoTotal_HarvestVolume,31,false,false,false,1.0,false,false
Hike1_GrowingStock,31,false,false,false,1.0,false,false
Hike1_HarvestVolume,31,false,false,false,1.0,false,false
Hike2_GrowingStock,31,false,false,false,1.0,false,false
Hike2_HarvestVolume,31,false,false,false,1.0,false,false
Hike3_GrowingStock,31,false,false,false,1.0,false,false
Hike3_HarvestVolume,31,false,false,false,1.0,false,false
HikeTotal_GrowingStock,31,false,false,false,1.0,false,false
HikeTotal_HarvestVolume,31,true,false,true,1.0,false,false
