CURVE,X,Y
386,250,58.1
386,290,58.1
386,300,65.4
386,340,65.4
386,350,72.7
2302,89,0
2302,90,0
2302,100,0.1
2302,110,0
2302,120,0.1
2302,130,0
2302,140,0.1
2302,150,0
2302,160,0.1
2302,170,0
2302,180,0.1
2302,210,0.1
2302,220,0
2302,240,0
2302,250,0.1
2302,260,0.1
2302,270,0
352,89,0
352,90,0
352,100,0.1
352,140,0.1
352,150,0.2
352,160,0.2
352,180,0.4
352,190,0.4
352,200,0.5
352,210,0.5
352,230,0.7
352,240,0.7
352,250,0.8
352,290,0.8
352,300,0.9
352,340,0.9
352,350,1
353,89,0
353,90,0
353,100,0.1
353,130,0.1
353,140,0.2
353,160,0.2
353,220,0.8
353,230,0.8
353,240,0.9
353,260,0.9
353,270,1
353,300,1
353,310,1.1
353,340,1.1
353,350,1.2
349,89,0
349,90,0
349,100,0.1
349,130,0.1
349,140,0.2
349,160,0.2
349,190,0.5
349,200,0.5
349,230,0.8
349,250,0.8
349,260,0.9
349,290,0.9
349,300,1
349,340,1
349,350,1.1
1835,89,0
1835,90,0.3
1835,120,0.3
1835,130,0
1835,140,0.2
1835,150,0.3
1835,220,0.3
1835,230,0.2
1835,240,0.2
1835,250,0.3
1835,260,0.3
1835,270,0.2
1835,280,0.3
1835,290,0.2
1835,300,0
1835,340,0
1835,350,0.2
1800,89,0
1800,90,0.3
1800,100,0.4
1800,110,0.3
1800,180,0.3
1800,190,0.1
1800,200,0.2
1800,230,0.2
1800,240,0
1800,260,0.4
1800,280,0.2
1800,290,0.2
1800,310,0.4
1800,320,0.4
1800,330,0.2
1800,340,0.4
1800,350,0.3
1793,89,0
1793,90,0.3
1793,250,0.3
1793,260,0.2
1773,89,0
1773,90,0.3
1773,100,0.1
1773,130,0.7
1773,140,0.7
1773,150,0.8
1773,160,1.1
1773,170,1.5
1773,180,1.7
1773,220,3.3
1773,230,3.4
1773,250,3.8
1773,260,3.9
1773,270,3.9
1773,280,4.2
1773,310,4.5
1773,320,4.7
1773,330,4.8
1773,340,4.8
1773,350,4.7
943,89,0
943,90,0.24498
2309,89,0
2309,90,0.37532
1848,89,0
1848,90,0.3656
895,89,0
895,90,0.4
895,100,0.6
895,110,0.5
895,170,0.5
895,190,0.3
895,200,0.3
895,210,0.2
895,220,0.5
895,240,0.3
895,250,0.3
895,260,0.4
895,270,0.3
895,290,0.3
895,300,0.2
895,310,0.3
895,320,0.3
895,330,0.2
1775,89,0
1775,90,0.4
1775,150,2.2
1775,160,2.4
1775,170,2.3
1775,190,2.3
1775,250,1.7
1775,270,1.7
1775,280,1.6
1775,290,1.6
1775,300,1.5
1775,320,1.5
1775,330,1.4
894,89,0
894,90,0.4
894,120,0.4
894,130,0.5
894,140,0.4
894,150,0.5
894,160,0.4
894,210,0.4
894,220,0.3
894,340,0.3
894,350,0.2
866,89,0
866,90,0.4
866,110,0.6
866,120,0.6
866,130,0.7
866,150,0.7
866,160,0.8
2298,89,0
2298,90,0.3
2298,100,0.2
2298,110,0.2
2298,120,0.3
2298,140,0.3
2298,150,0.5
2298,170,0.3
2298,180,0.3
2298,190,0.5
2298,210,0.3
2298,220,0.4
2298,240,0.4
2298,250,0.3
2298,260,0.4
2298,280,0.4
2298,290,0.3
2298,310,0.3
2298,320,0.4
2298,330,0.3
2298,340,0.4
2298,350,0.3
2292,89,0
2292,90,0.3
2292,160,0.3
2292,170,0.4
2292,180,0.3
2258,89,0
2258,90,0.3
2258,210,0.3
2258,220,0.2
381,89,0
381,90,0.3
381,100,0.4
381,110,0.2
381,120,0.3
381,130,0.2
381,140,0.3
381,150,0.3
381,160,0.2
381,170,0.4
381,180,0.3
381,190,0.3
381,200,0.2
381,210,0.2
381,220,0.1
381,230,0.2
381,240,0
381,250,0.3
381,260,0.4
381,270,0.3
381,280,0.3
381,290,0.2
381,300,0.3
381,310,0.3
381,320,0.4
381,330,0.2
381,340,0.3
374,89,0
374,90,0.3
374,240,0.3
374,250,0.2
2310,89,0
2310,90,0.57815
1851,89,0
1851,90,0.572
942,89,0
942,90,0.58794
2244,89,0
2244,90,0.6
2244,100,0.8
2244,110,1.1
2244,120,1.5
2244,140,2.5
2244,150,3.1
2244,160,3.5
2244,170,3.8
2244,180,4
2244,190,4.3
2244,210,4.7
2244,220,4.8
2244,230,5
2244,250,5.2
2244,260,5.2
2244,280,5.4
2244,290,5.4
2244,300,5.5
2244,310,5.5
2244,320,5.6
2244,330,5.6
2244,340,5.7
1769,89,0
1769,90,0.6
1769,130,2.2
1769,160,3.7
1769,180,6.5
1769,190,7.7
1769,200,9
1769,210,10.4
1769,220,11.6
1769,230,12.5
1769,240,13.2
1769,250,13.8
1769,260,14.2
1769,270,14.7
1769,290,15.5
1769,300,15.8
1769,320,16.6
1769,330,16.9
1769,340,17.3
1769,350,17.6
875,89,0
875,90,0.6
875,110,1
875,120,1.5
875,130,1.9
875,140,2.5
875,150,3
875,160,3.4
875,170,3.7
875,180,3.9
875,190,4.2
875,210,4.6
875,280,5.3
875,290,5.3
875,300,5.4
875,320,5.4
875,330,5.5
1833,89,0
1833,90,0.7
1833,100,0.7
1833,110,0.6
1833,160,0.6
1833,170,0.5
1833,240,0.5
1833,250,0.4
871,89,0
871,90,0.7
871,100,0.8
871,110,0.8
871,130,1
871,140,1
871,150,1.1
435,89,0
435,90,0.682
1838,89,0
1838,90,0.8
1838,110,1
1838,160,1
1838,180,0.8
1838,200,1
1838,210,1
1838,220,1.1
1838,240,0.9
1838,250,1
1838,260,0.9
1838,270,0.9
1838,280,1
1838,290,0.9
1838,300,0.9
1838,310,0.8
1838,320,1
1838,330,1
1838,340,0.9
1789,89,0
1789,90,0.8
1789,140,0.8
1789,150,0.9
1789,160,0.8
1789,230,0.8
1789,240,0.7
1789,290,0.7
1789,300,0.6
2240,89,0
2240,90,0.7
2240,110,0.9
2240,120,0.9
2240,140,1.1
2240,150,1.1
2240,160,1.2
370,89,0
370,90,0.7
370,100,0.8
370,230,0.8
370,240,0.7
370,290,0.7
370,300,0.6
2243,89,0
2243,90,0.9
2243,110,1.7
2243,120,2.4
2243,160,5.6
2243,180,6.4
2243,190,6.7
2243,200,7.1
2243,210,7.4
2243,250,8.2
2243,300,8.7
2243,310,8.7
2243,330,8.9
2243,340,8.9
2243,350,9
1790,89,0
1790,90,0.9
1790,110,0.9
1790,120,1
1790,210,1
1790,220,0.9
1790,250,0.9
1790,260,0.8
1790,320,0.8
1790,330,0.7
1786,89,0
1786,90,0.8
1786,100,0.9
1786,220,0.9
1786,230,0.8
1786,270,0.8
1786,280,0.7
371,89,0
371,90,0.8
371,100,0.9
371,110,0.9
371,120,1
371,170,1
371,180,0.9
371,190,1
371,200,1
371,210,0.9
371,250,0.9
371,260,0.8
371,320,0.8
371,330,0.7
367,89,0
367,90,0.8
367,100,0.9
367,200,0.9
367,210,0.8
367,220,0.9
367,230,0.8
367,270,0.8
367,280,0.7
2264,89,0
2264,90,0.5
2264,100,0.4
2264,110,0.5
2264,130,0.5
2264,140,0.4
2264,160,0.4
2264,170,0.5
2264,180,0.4
2264,200,0.4
2264,210,0.3
2264,220,0.5
2264,230,0.4
2264,240,0.4
2264,250,0.5
2264,260,0.3
2264,270,0.4
2264,280,0.3
2264,290,0.4
2264,300,0.3
2264,310,0.3
2264,320,0.2
2264,340,0.2
2264,350,0.3
2235,89,0
2235,90,0.5
2235,100,0.5
2235,110,0.6
2235,120,0.6
2235,130,0.7
2235,150,0.7
2235,160,0.8
1782,89,0
1782,90,0.5
1782,100,0.6
1782,110,1.1
1782,120,1.3
1782,130,1.8
1782,160,2.4
1782,170,2.4
1782,180,2.2
1782,200,2.2
1782,210,2.1
1782,220,2.1
1782,230,1.8
1782,250,1.8
1782,270,1.6
1782,280,1.7
1782,290,1.6
1782,300,1.7
1782,310,1.5
1782,340,1.5
1782,350,1.4
363,89,0
363,90,0.5
363,100,0.7
363,110,1
363,120,1.3
363,130,1.7
363,140,1.9
363,150,2.2
363,160,2.3
363,170,2.2
363,180,2.3
363,190,2.3
363,200,2.2
363,210,2.2
363,220,2
363,260,1.6
363,270,1.7
363,280,1.6
363,300,1.6
363,310,1.5
363,330,1.5
363,340,1.4
2263,89,0
2263,90,0.4
2263,100,0.4
2263,110,0.5
2263,120,0.4
2263,130,0.5
2263,170,0.5
2263,180,0.4
2263,240,0.4
2263,250,0.3
419,89,0
419,90,0.4
419,110,0.6
419,130,0.4
419,150,0.6
419,160,0.4
419,170,0.5
419,190,0.5
419,200,0.6
419,210,0.5
419,220,0.5
419,230,0.6
419,240,0.4
419,250,0.5
419,260,0.4
419,280,0.4
419,290,0.5
419,300,0.4
419,310,0.5
419,330,0.5
419,340,0.4
419,350,0.5
356,89,0
356,90,0.4
356,140,1.9
356,160,2.3
356,170,2.3
356,180,2.2
356,190,2.2
356,240,1.7
356,260,1.7
356,270,1.6
356,280,1.6
356,290,1.5
356,310,1.5
356,320,1.4
356,340,1.4
356,350,1.3
2293,89,0
2293,90,0.2
421,89,0
421,90,0.2
421,100,0.3
421,110,0.2
421,120,0.2
421,130,0.4
421,140,0.2
421,150,0.2
421,160,0.3
421,170,0.3
421,180,0.2
421,190,0.3
421,200,0.1
421,210,0.3
421,220,0.2
421,230,0.2
421,240,0.3
421,250,0.2
421,270,0.2
421,280,0.3
421,290,0.2
421,300,0.3
421,310,0.2
421,330,0.2
421,340,0.3
421,350,0.2
416,89,0
416,90,0.2
416,110,0.4
416,120,0.2
416,150,0.2
416,160,0.3
416,170,0.2
416,180,0.3
416,190,0.2
416,200,0.3
416,210,0
416,220,0.3
416,230,0.2
416,250,0.2
416,260,0.1
416,270,0.3
416,280,0.2
416,290,0.2
416,300,0
416,310,0.1
416,320,0
416,340,0
416,350,0.2
412,89,0
412,90,0.2
412,100,0.2
412,110,0.1
412,120,0.2
412,150,0.2
412,160,0.1
354,89,0
354,90,0.2
354,100,0.2
354,110,0.3
354,130,0.7
354,140,0.7
354,150,0.9
354,160,1
354,170,1.4
354,180,1.7
354,210,2.9
354,230,3.3
354,240,3.6
354,250,3.8
354,260,3.8
354,270,3.9
354,290,4.3
354,300,4.2
354,310,4.3
354,330,4.7
354,340,4.7
354,350,4.6
347,89,0
347,90,0.2
347,150,0.8
347,160,1
347,170,1.4
347,190,2
347,200,2.4
347,210,2.7
347,220,3.1
347,240,3.5
347,250,3.6
347,260,3.8
347,350,4.7
342,89,0
342,90,0.9
342,100,1.1
342,130,1.4
342,140,1.4
342,160,1.6
342,170,1.6
342,190,1.8
342,210,1.8
342,220,1.9
1796,89,0
1796,90,1.2
1796,150,1.2
1796,160,1.1
1796,200,1.1
1796,210,1
1796,240,1
1796,250,0.9
1796,280,0.9
1796,290,0.8
1796,330,0.8
1796,340,0.7
1763,89,0
1763,90,1.2
1763,110,1.4
1763,120,1.6
1763,150,1.9
1763,160,1.9
1763,190,2.2
1763,200,2.2
1763,210,2.3
1841,89,0
1841,90,1.4
1841,100,1.4
1841,110,1.5
1841,120,1.4
1841,130,1.5
1841,140,1.5
1841,150,1.4
1841,160,1.5
1841,170,1.5
1841,180,1.6
1841,190,1.5
1841,200,1.5
1841,210,1.6
1841,220,1.6
1841,230,1.4
1841,250,1.6
1841,260,1.5
1841,270,1.3
1841,280,1.5
1841,290,1.4
1841,310,1.4
1841,320,1.5
1841,330,1.4
1841,340,1.5
1841,350,1.4
929,89,0
929,90,1.4
929,110,1.4
929,120,1.7
929,130,1.6
929,140,1.7
929,150,2
929,160,2
929,170,2.1
929,180,2
929,210,2
929,220,2.1
929,250,2.1
929,270,2.3
929,290,2.1
929,300,2.2
929,320,2.2
929,330,2.4
929,340,2.3
2267,89,0
2267,90,1.5
2267,110,1.7
2267,160,1.7
2267,170,1.6
2267,180,1.6
2267,190,1.5
2267,210,1.5
2267,220,1.4
2267,250,1.4
2267,260,1.3
2267,310,1.3
2267,320,1.2
1778,89,0
1778,90,1.6
1778,100,2.6
1778,110,3.7
1778,120,4.9
1778,130,6
1778,140,7
1778,150,7.9
1778,160,8.7
1778,170,8.5
1778,190,8.3
1778,200,8
1778,210,7.6
1778,220,7.3
1778,230,6.9
1778,240,6.6
1778,260,6.2
1778,280,6
1778,290,5.8
1778,310,5.6
1778,320,5.4
1778,350,5.1
923,89,0
923,90,1.5
923,100,1.6
923,120,1.6
923,130,1.7
923,140,1.7
923,150,1.8
923,160,2
923,180,2
923,190,1.9
923,200,1.9
923,210,1.8
923,220,1.8
923,230,1.7
923,270,1.7
923,280,1.6
923,320,1.6
923,330,1.5
2251,89,0
2251,90,1.6
2251,110,3
2251,120,3.4
2251,130,3.7
2251,140,3.9
2251,150,3.9
2251,160,4.1
2251,180,4.1
2251,190,4
2251,240,4
2251,250,4.1
2251,260,4.1
2251,270,4.2
2251,280,4.2
2251,290,4.3
2251,300,4.3
2251,310,4.4
2251,320,4.4
2251,330,4.5
2251,340,4.5
2251,350,4.6
422,89,0
422,90,1.6
422,100,1.7
422,110,1.7
422,120,1.9
422,130,1.7
422,140,1.8
422,150,1.8
422,160,1.6
422,170,1.8
422,190,1.8
422,210,2
422,220,1.8
422,230,1.7
422,240,1.7
422,250,1.8
422,260,1.7
422,270,1.8
422,280,1.8
422,290,1.7
422,300,1.7
422,310,1.6
422,320,1.8
422,340,1.6
422,350,1.7
1845,89,0
1845,90,2.3
1845,100,2.4
1845,110,2.6
1845,120,2.6
1845,130,2.5
1845,140,2.6
1845,150,2.6
1845,160,2.5
1845,180,2.7
1845,220,2.7
1845,230,2.6
1845,260,2.6
1845,270,2.5
932,89,0
932,90,2.2
932,100,2.4
932,120,2.6
932,140,3
932,160,3.2
932,170,3.4
932,200,3.4
932,210,3.5
932,220,3.4
932,230,3.5
932,240,3.5
932,260,3.7
932,270,3.6
932,280,3.6
932,290,3.7
932,300,3.6
932,320,3.8
932,330,3.6
932,340,3.7
932,350,3.6
926,89,0
926,90,2.6
926,110,2.6
926,140,2.9
926,160,3.3
926,180,3.3
926,210,3
926,220,3
926,230,2.9
926,240,2.9
926,250,2.8
926,270,2.8
926,280,2.7
926,310,2.7
926,320,2.6
926,330,2.6
926,340,2.5
426,89,0
426,90,2.3
426,100,2.4
426,110,2.6
426,120,2.6
426,130,2.5
426,140,2.6
426,150,2.6
426,160,2.5
426,180,2.7
426,220,2.7
426,230,2.6
426,260,2.6
426,270,2.5
414,89,0
414,90,1.9
414,110,1.7
414,120,1.7
414,130,1.6
414,150,1.6
414,160,1.5
414,170,1.5
414,180,1.4
414,200,1.4
414,210,1.3
414,230,1.3
414,240,1.2
414,260,1.2
414,270,1.1
414,330,1.1
414,340,1
377,89,0
377,90,3.2
377,100,3.2
377,110,3.3
377,120,3.3
377,130,3.2
377,140,3.2
377,150,3.1
377,160,3.1
377,170,3
377,180,3
377,190,2.9
377,200,2.9
377,210,2.8
377,220,2.8
377,260,2.4
377,270,2.4
377,280,2.3
377,290,2.3
377,300,2.2
377,310,2.2
377,320,2.1
377,330,2.1
377,340,2
350,89,0
350,90,1.8
350,100,2.7
350,110,3.7
350,130,5.9
350,140,7.3
350,150,8.6
350,160,10
350,170,13.9
350,180,17.5
350,190,20.8
350,200,24.5
350,210,28.1
350,220,31.4
350,230,33.8
350,240,35.7
350,250,37.2
350,260,38.5
350,270,39.7
350,280,40.8
350,300,42.8
350,310,43.9
350,320,44.9
350,340,46.7
350,350,47.5
1791,89,0
1791,90,3.7
1791,110,4.1
1791,120,4.1
1791,130,4.2
1791,140,4.2
1791,150,4.1
1791,160,4.2
1791,180,4
1791,190,4.1
1791,200,3.9
1791,210,4
1791,230,3.8
1791,240,3.8
1791,250,3.7
1791,260,3.5
1791,270,3.5
1791,290,3.3
1791,300,3.3
1791,320,3.1
1791,330,3.2
1791,350,3
1784,89,0
1784,90,3.7
1784,100,3.8
1784,110,4
1784,120,4.1
1784,170,4.1
1784,180,4
1784,190,4
1784,200,3.9
1784,210,3.9
1784,250,3.5
1784,260,3.5
1784,280,3.3
1784,290,3.3
1784,310,3.1
1784,320,3.1
1784,330,3
1784,340,3
1784,350,2.9
2294,89,0
2294,90,3.9
2294,140,4.4
2294,160,5
2294,170,5.1
2294,190,4.9
2294,200,4.7
2294,230,4.4
2294,240,4.4
2294,250,4.3
2294,260,4.3
2294,270,4.2
2294,290,4.2
2294,300,4.1
2294,310,4.1
2294,330,3.9
2294,340,3.9
2294,350,3.8
413,89,0
413,90,3.8
413,110,3.4
413,120,3.4
413,150,3.1
413,160,3.1
413,200,2.7
413,210,2.7
413,230,2.5
413,240,2.5
413,250,2.4
413,260,2.4
413,270,2.3
413,280,2.3
413,290,2.2
413,310,2.2
413,320,2.1
413,340,2.1
413,350,2
2260,89,0
2260,90,4.4
2260,100,4.7
2260,120,4.9
2260,130,4.9
2260,140,5
2260,160,5
2260,170,4.7
2260,180,4.6
2260,200,4.2
2260,210,4.1
2260,220,3.9
2260,300,3.1
2260,310,3.1
2260,320,3
2260,330,3
2260,350,2.8
891,89,0
891,90,4.4
891,100,4.5
891,110,4.7
891,120,4.8
891,130,4.8
891,140,4.9
891,150,4.9
891,160,4.8
891,180,4.4
891,190,4.3
891,200,4.1
891,210,4
891,220,3.8
891,290,3.1
891,300,3.1
891,320,2.9
891,330,2.9
891,340,2.8
359,89,0
359,90,4.2
359,100,6.9
359,110,9.9
359,120,13.2
359,130,16.3
359,140,19
359,150,21.5
359,160,23.5
359,170,23.1
359,190,22.5
359,200,21.7
359,210,20.7
359,220,19.8
359,230,18.6
359,240,17.8
359,250,17.3
359,280,16.1
359,290,15.8
359,310,15
359,320,14.7
359,330,14.3
359,340,14
359,350,13.8
2300,89,0
2300,90,3.5
2300,100,3.7
2300,120,3.9
2300,160,5.1
2300,170,5.2
2300,190,5.2
2300,200,5.4
2300,210,5.3
2300,220,5.4
2300,230,5.4
2300,240,5.5
2300,260,5.5
2300,270,5.7
2300,280,5.6
2300,290,5.7
2300,320,5.7
2300,330,5.8
2300,340,5.7
2300,350,5.8
372,89,0
372,90,3.5
372,100,3.8
372,130,4.1
372,140,4
372,150,4
372,160,3.9
372,170,4
372,180,3.9
372,190,3.9
372,200,3.8
372,210,3.9
372,220,3.7
372,230,3.8
372,250,3.4
372,260,3.4
372,270,3.3
372,280,3.3
372,290,3.2
372,300,3.3
372,330,3
372,340,3
372,350,2.9
365,89,0
365,90,3.5
365,110,3.9
365,120,3.9
365,130,4
365,160,4
365,170,3.9
365,190,3.9
365,200,3.8
365,220,3.8
365,230,3.6
365,240,3.6
365,270,3.3
365,280,3.3
365,300,3.1
365,310,3.1
365,320,3
365,330,3
365,340,2.9
348,89,0
348,90,3.5
348,100,5.4
348,110,7.4
348,120,9.6
348,130,11.9
348,140,14.6
348,150,17.2
348,160,20.1
348,170,27.9
348,180,35
348,190,41.5
348,200,48.9
348,210,56.2
348,220,62.8
348,230,67.7
348,240,71.5
348,250,74.4
348,260,77
348,270,79.4
348,280,81.6
348,290,83.6
348,310,87.8
348,320,89.8
348,340,93.4
348,350,95
1759,89,0
1759,90,1.1
1759,170,1.9
1759,180,1.9
1759,190,2
1759,200,2
1759,210,2.1
343,89,0
343,90,1.1
343,100,1.3
343,170,2
343,180,2
343,200,2.2
343,210,2.2
343,220,2.3
439,89,0
439,90,1
2252,89,0
2252,90,1
2252,100,1.5
2252,110,1.9
2252,130,2.3
2252,160,2.6
2252,180,2.6
2252,190,2.5
2252,240,2.5
2252,250,2.6
2252,270,2.6
2252,280,2.7
2252,300,2.7
2252,310,2.8
2252,330,2.8
2252,340,2.9
883,89,0
883,90,1
883,100,1.4
883,110,1.9
883,130,2.3
883,140,2.4
883,150,2.4
883,160,2.5
883,210,2.5
883,220,2.4
883,230,2.4
883,240,2.5
883,260,2.5
883,270,2.6
883,290,2.6
883,300,2.7
883,320,2.7
883,330,2.8
1762,89,0
1762,90,1
1762,150,1.6
1762,160,1.6
1762,170,1.7
1762,180,1.7
1762,190,1.8
1762,200,1.8
1762,210,1.9
899,89,0
899,90,1
899,120,1
899,130,1.1
899,160,1.1
899,170,1
899,180,1
899,190,0.9
899,240,0.9
899,250,0.8
899,340,0.8
899,350,0.7
2268,89,0
2268,90,1
2268,110,1
2268,120,1.1
2268,160,1.1
2268,170,1
2268,190,1
2268,200,0.9
2268,250,0.9
2268,260,0.8
428,89,0
428,90,1
428,110,1
428,111,0
339,89,0
339,90,1
339,100,1.2
339,150,1.7
339,160,1.7
339,180,1.9
339,190,1.9
339,200,2
339,210,2
339,220,2.1
1827,89,0
1827,90,5.2
1827,100,0
1827,110,5.2
1827,140,5.2
1827,150,0
1827,160,5.2
1827,170,10.3
1827,180,5.2
1827,200,5.2
1827,210,10.3
1827,220,5.2
1827,230,0
1827,240,0
1827,250,5.2
1827,260,10.3
1827,270,5.2
1827,280,0
1827,290,5.2
1827,300,10.3
1827,310,5.2
1765,89,0
1765,90,4.9
1765,100,5.4
1765,110,6
1765,130,7
1765,150,7.8
1765,190,9
1765,220,9.6
1757,89,0
1757,90,4.8
1757,100,5.3
1757,110,5.9
1757,120,6.4
1757,150,7.6
1757,160,7.9
1757,170,8.3
1757,180,8.5
1757,190,8.8
1757,220,9.4
2301,89,0
2301,90,5.3
2301,100,5.6
2301,110,5.8
2301,120,6.2
2301,130,6.4
2301,140,6.8
2301,150,7.4
2301,160,7.8
2301,170,8
2301,180,8.1
2301,190,8.1
2301,200,8.2
2301,210,8.2
2301,230,8.4
2301,240,8.4
2301,250,8.6
2301,260,8.5
2301,270,8.7
2301,280,8.5
2301,290,8.7
2301,300,8.7
2301,310,8.8
2301,320,8.7
2301,330,8.9
2295,89,0
2295,90,6.1
2295,100,6.1
2295,110,6.2
2295,140,6.8
2295,150,7.2
2295,160,7.7
2295,170,7.8
2295,180,7.7
2295,210,7.1
2295,220,7
2295,230,6.8
2295,240,6.8
2295,250,6.6
2295,260,6.6
2295,270,6.5
2295,290,6.5
2295,330,6.1
2295,340,5.9
2295,350,5.8
931,89,0
931,90,5.5
931,100,5.7
931,110,6
931,120,6.2
931,140,7
931,150,7.6
931,160,8.1
931,170,8.2
931,180,8.2
931,200,8.4
931,210,8.3
931,230,8.5
931,250,8.5
931,260,8.6
931,270,8.9
931,280,8.7
931,290,8.8
931,300,8.8
931,310,8.9
931,330,8.9
931,340,9
874,89,0
874,90,5.2
874,100,7.3
874,110,9.5
874,120,13.6
874,130,17.8
874,140,22.4
874,150,27.4
874,160,31.5
874,170,33.9
874,180,36
874,190,38.2
874,200,40.1
874,210,41.7
874,220,43.1
874,230,44.3
874,240,45.3
874,260,46.9
874,280,48.1
874,300,49.1
874,320,49.9
874,350,50.8
1820,89,0
1820,90,6.2
1820,140,6.2
1820,150,0
1820,160,6.2
1820,170,6.2
1820,180,0
1820,190,6.2
1820,220,6.2
1820,230,0
1820,240,6.2
1820,250,0
925,89,0
925,90,6.2
925,100,6.2
925,110,6.3
925,140,6.9
925,150,7.3
925,160,7.9
925,180,7.9
925,190,7.6
925,210,7.2
925,220,7.1
925,230,6.9
925,240,6.9
925,270,6.6
925,290,6.6
925,340,6.1
925,350,5.9
401,89,0
401,90,6.2
401,160,6.2
401,170,0
401,180,0
401,190,6.2
401,220,6.2
401,230,0
401,240,6.2
401,250,0
2259,89,0
2259,90,7
2259,100,7.4
2259,110,7.6
2259,140,7.9
2259,150,7.8
2259,160,7.8
2259,200,6.6
2259,250,5.6
2259,260,5.5
2259,270,5.3
2259,350,4.5
1832,89,0
1832,90,7.1
1832,110,6.5
1832,130,6.1
1832,160,5.8
1832,190,5.2
1832,230,4.8
1832,240,4.6
1832,280,4.2
1832,290,4.2
1832,300,4.1
1832,310,4.1
1832,330,3.9
1832,340,3.9
1832,350,3.8
1810,89,0
1810,90,7
1810,100,7
1810,120,20.8
1810,130,20.8
1810,140,27.8
1810,150,34.7
1810,190,34.7
1810,200,27.8
1810,250,27.8
1810,260,20.8
1767,89,0
1767,90,6.6
1767,100,10.2
1767,110,13.9
1767,120,18
1767,130,22.3
1767,150,32.3
1767,160,37.6
1767,170,52.3
1767,180,65.7
1767,190,77.9
1767,200,91.8
1767,210,105.4
1767,220,117.8
1767,230,126.9
1767,240,134.2
1767,250,139.6
1767,260,144.5
1767,270,149
1767,280,153
1767,290,156.8
1767,300,160.7
1767,310,164.7
1767,320,168.4
1767,330,171.9
1767,340,175.2
1767,350,178.2
868,89,0
868,90,7.2
868,110,9
868,120,9.8
868,140,11.2
868,150,11.8
868,160,12.3
2289,89,0
2289,90,7.7
2289,100,5.1
2289,110,5.1
2289,120,7.7
2289,140,7.7
2289,150,12.8
2289,160,10.3
2289,170,7.7
2289,180,7.7
2289,190,12.8
2289,200,10.3
2289,210,7.7
2289,220,10.3
2289,240,10.3
2289,250,7.7
2289,260,10.3
2289,280,10.3
2289,290,7.7
2289,310,7.7
2289,320,10.3
2289,330,7.7
2289,340,10.3
2289,350,7.7
2237,89,0
2237,90,7.3
2237,100,8.3
2237,110,9.1
2237,120,10
2237,140,11.4
2237,160,12.6
391,89,0
391,90,7.3
391,100,7.3
391,120,22.1
391,130,22.1
391,140,29.4
391,150,29.4
391,160,36.8
391,190,36.8
391,200,29.4
391,250,29.4
391,260,22.1
375,89,0
375,90,6.5
375,100,6.5
375,110,6.6
375,120,6.5
375,130,6.5
375,140,6.3
375,220,5.5
375,230,5.3
375,240,5.2
375,250,5
375,270,4.8
375,280,4.6
375,320,4.2
375,330,4.2
375,350,4
898,89,0
898,90,8.7
898,100,9.1
898,110,9.4
898,120,9.5
898,130,9.7
898,140,9.8
898,150,9.7
898,160,9.7
898,170,9.2
898,190,8.6
898,200,8.4
898,210,8.3
898,220,8.1
898,230,8
898,240,7.8
898,260,7.6
898,270,7.4
898,280,7.4
898,330,6.9
898,340,6.9
898,350,6.8
877,89,0
877,90,8.6
877,110,15.8
877,130,29.6
877,140,37.3
877,150,45.7
877,160,52.6
877,170,56.5
877,180,60
877,190,63.6
877,200,66.8
877,210,69.5
877,220,71.9
877,230,73.9
877,250,76.9
877,260,78.2
877,270,79.3
877,280,80.2
877,300,81.8
877,310,82.5
877,320,83.1
877,330,83.8
877,340,84.2
877,350,84.7
1770,89,0
1770,90,10.3
1770,100,16
1770,110,21.8
1770,120,28.2
1770,130,34.8
1770,150,50.6
1770,160,58.9
1770,170,81.9
1770,180,102.7
1770,190,121.8
1770,200,143.7
1770,210,164.9
1770,220,184.4
1770,230,198.7
1770,240,210
1770,250,218.4
1770,260,226.1
1770,270,233.2
1770,280,239.5
1770,300,251.5
1770,310,257.8
1770,320,263.6
1770,330,269.1
1770,340,274.2
1770,350,278.9
2304,89,0
2304,90,9.2
2304,110,10
2304,130,11.2
2304,140,11.9
2304,150,12.8
2304,160,13.6
2304,180,14
2304,190,14
2304,200,14.2
2304,210,14.2
2304,230,14.4
2304,240,14.6
2304,250,14.6
2304,260,14.8
2304,270,14.9
2304,280,14.9
2304,310,15.2
2304,330,15.2
2304,340,15.3
935,89,0
935,90,9.2
935,110,10
935,130,11.2
935,140,11.9
935,150,12.8
935,160,13.6
935,180,14
935,190,14
935,200,14.2
935,210,14.2
935,220,14.3
935,230,14.4
935,240,14.6
935,250,14.6
935,260,14.8
935,270,14.9
935,280,14.9
935,310,15.2
935,330,15.2
935,340,15.3
2297,89,0
2297,90,10.5
2297,100,10.6
2297,110,10.8
2297,140,11.7
2297,150,12.5
2297,160,13.4
2297,170,13.5
2297,180,13.4
2297,200,12.6
2297,210,12.3
2297,220,12.1
2297,230,11.8
2297,240,11.7
2297,250,11.5
2297,280,11.2
2297,290,11.2
2297,300,11
2297,310,10.9
2297,350,10.1
2236,89,0
2236,90,11.6
2236,100,13.1
2236,110,14.5
2236,120,15.8
2236,130,17
2236,140,18.1
2236,160,19.9
1834,89,0
1834,90,11
1834,100,10.6
1834,110,10.1
1834,120,9.9
